Timestamp,Original Link,Date,Media,Title,Category,Area (i.e. Dhaka University/SUST/GEC Moar/Finland),Time,Location,Email Address
7/20/2024 13:18:45,https://fb.watch/tr0u8H-gCv/,7/19/2024,,London Protest,,,,,
7/20/2024 13:26:48,https://fb.watch/tr0FRfpM4t/,7/20/2024,https://drive.google.com/open?id=19QwPB_Ju7H1RwEKurujkdGKOEWLqlbC9,London Protest,,,,,
7/20/2024 13:37:21,https://fb.watch/tr1qjMJ49B/,7/19/2024,https://drive.google.com/open?id=1jsT6SVp2CR1-Yi0nqx9EB9CmenDiVmOZ,Kolkata Protest,,,,,
7/20/2024 13:39:50,https://fb.watch/tr1Kfq0Ln9/,7/20/2024,https://drive.google.com/open?id=1mFKRIp6qnaA2tkB1i2HXEx_JgIMHrYeV,"Portugal, Lisbon Protest",,,,,
7/20/2024 13:50:21,https://www.facebook.com/100003929490388/videos/431482683184677/,"20th July, 2024",https://drive.google.com/open?id=15KRgXiX4No_nSQLEhZDHCayD0L88tOKN,Protest in Rome,International Community Protest,,,,
7/20/2024 14:40:07,https://www.facebook.com/mdfarhan.sadik.100/videos/768337645382230/,"2nd July, 2024",https://drive.google.com/open?id=1hDy4ycCvdW6uUKVDqRkbRkr6RFZZTyUA,Dhaka University Protest,Student Protests,,,,
7/20/2024 15:13:19,https://docs.google.com/forms/d/e/1FAIpQLSd4wUMay6NSrV5-FLb61TJU_P6SGmpniwMY9xt_nt_EtotlJA/viewform,"18th July, 2024",https://drive.google.com/open?id=1beA0XJCmKY3IowFcwfLA4p2CM7efjnpE,People takeover of Narayanganj,Resistance,,,,
7/20/2024 19:01:01,test,"11th July, 2024","https://drive.google.com/open?id=1YAEYHK0D5u16EgKiSn01z9AmRpQ39X8i, https://drive.google.com/open?id=1PDWDWdDOaG_ULw4g-72OseoyRJHMx4bQ, https://drive.google.com/open?id=12tLlsb3SvJhai2v8cLUUnX5lWjzKRJTh",test media,Student Protests,bangladesh,,,
7/23/2024 17:59:44,https://test.com,"13th July, 2024",,test media,Student Protest,Dhaka,2:33:00 AM,Bogra,
